query_idx,query,gt_doc_id,outlier_doc_id,gt_score,outlier_score,score_delta,dist_to_gt,gt_text,outlier_text
107,"""Would a man smell a rose then throw it away?",24160268,11376468,0.1,0.2,0.1,0.9106843024492264,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","It is now well established that there are abnormalities in the sense of smell in patients suffering from Alzheimer's disease (AD). They have both raised olfactory thresholds and impaired odour identification. The situation in vascular dementia is unclear. We used the University of Pennsylvania Smell Identification Test (UPSIT), a 40-item, forced choice, cued, 'scratch-and- sniff' test, to examine olfactory identification in vascular dementia and to determine whether it would differentiate the disorder from AD and normal elderly. We investigated three matched subject groups: 13 people having a Cambridge Examination for Mental Disorders in the Elderly (CAMDEX) diagnosis of definite senile dementia of Alzheimer type, 13 having a CAMDEX diagnosis of definite vascular dementia and 13 non-cognitively impaired controls. The subjects were then tested with the UPSIT in their own home by an independent blind researcher to see if the test could distinguish the different diagnostic groups in this setting. The median UPSIT score was 30 (out of a maximum of 40) for controls, 12 for the vascular group and 15 for the AD group. The difference was significant (p = 0.05) between both demented groups and the normal controls. Similarly there was a significant difference in the UPSIT score between the AD group and controls (p = 0.001) and between the vascular dementia group and controls (p = 0.001), but there was no significant difference between the AD group and the vascular dementia group. The UPSIT score correlated strongly with the degree of cognitive impairment as measured by the CAMCOG (r(s) = 0.683, p = 0.01) Patients with vascular dementia had a similar degree of olfactory impairment to those with AD. The UPSIT successfully differentiated between dementia patients and normal elderly British subjects tested in their own homes. The UPSIT did not differentiate between those with AD and vascular dementia."
107,"""Would a man smell a rose then throw it away?",24160268,9609606,0.1,0.2,0.1,0.8081250190734863,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","It is common among patients with asthma to report sensitivity to strong scents. Provocations with methacholine are often used to verify this sensitivity. To evaluate the significance of methacholine provocations in asthmatic patients complaining about sensitivity to strong scents, we compared sensitivity to methacholine and reactions to provocation with perfume. Ten asthmatic patients having a PC20 less than 2 mg methacholine/mL were provoked with perfume or saline on four occasions. On two occasions, the patients wore a nose clip and underwent provocations with perfume for 5 and 30 minutes, respectively. On one occasion, the patients were provoked with perfume but without a nose clip for five minutes. All patients were also subjected to provocation with a placebo (saline). They were asked to estimate their sensitivity to strong scents in connections with symptoms of asthma. No changes in lung function occurred after any of the provocations with perfume compared with the baseline or with placebo. Although all patients were very sensitive to methacholine, no relationship was found to their reported sensitivity to strong scents in connection with asthmatic symptoms. In this study, asthmatic patients who were very sensitive to methacholine were not affected by provocations with perfume. One may therefore question the value of provocations with methacholine in patients complaining of symptoms after contact with strong scents."
107,"""Would a man smell a rose then throw it away?",24160268,17060364,0.1,0.2,0.1,0.9330251514911652,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","Among the subspecies of Petunia axillaris are various lines emitting sensorially different scents. Analysis of variations in floral scent among genetically close individuals is a powerful approach to understanding the mechanisms for generating scent diversity. Emitted and endogenous components were analysed independently to gain information about evaporation and endogenous production in 13 wild lines of P. axillaris. A dynamic headspace method was used to collect emitted components. Endogenous components were extracted with solvent. Both of these sample types were subjected to quantitative and qualitative analysis by gas chromatography (GC)-flame ionization detector (FID) and GC-mass spectrometry (MS). Whereas the profiles of emitted compounds showed qualitative homogeneity, being mainly composed of methyl benzoate with quantitative variation, the profiles of endogenous compounds showed both qualitative and quantitative variation. A negative correlation was found between the evaporation ratio and boiling point of each compound examined. Lower boiling point compounds were strongly represented in the emitted component, resulting in the reduction of qualitative variation in floral scent. In conclusion, floral scent diversity results from variation in both the endogenous production and the evaporation rate of the individual volatile compounds."
107,"""Would a man smell a rose then throw it away?",24160268,19453919,0.1,0.2,0.1,0.818825975060463,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","Anecdotal reports from patients with smell loss provided the basic motivation for the present study on sexual dysfunction among patients with olfactory dysfunction. The aim of the present study was to investigate the sexual appetite and the subject's depression in regard to olfactory function. Eighty-six patients referred to our smell and taste clinic with olfactory dysfunction were investigated. Olfactory function was assessed by means of the ""Sniffin' Sticks"" test battery consisting of tests for odor threshold (T), odor discrimination (D), and odor identification (I). Their results were summed up to a composite score, the so-called ""TDI score."" All participants completed a questionnaire including the Beck Depression Inventory (BDI) and 11 questions for evaluation of the sexual appetite in regard to the time before the onset of olfactory dysfunction and since the olfactory dysfunction. The points received for the latter questions were summed up to the so called Sexual Appetite Index (SAI). Olfactory testing revealed that 38 patients were functionally anosmic, 39 patients were hyposmic, and nine patients were normosmic. The average BDI score was 11.0 +/- 8.4 points. Evaluation of the SAI questionnaire revealed a significant decrease (P = 0.003) of the score from 22.7 +/- 4.5 points from the time before to 21.4 +/- 4.9 points since the onset of olfactory loss. No significant correlation was found between olfactory function and the SAI since the onset of olfactory dysfunction. However, the BDI score correlated negatively with the SAI since the onset of olfactory dysfunction (r(85) = -0.36; P = 0.001). The present study does not confirm the hypothesis that loss of olfactory function directly impacts on sexual appetite. It seems that depression caused by olfactory loss is the main cause for the self-reported decrease in sexual appetite as the onset of olfactory dysfunction."
107,"""Would a man smell a rose then throw it away?",24160268,10433273,0.1,0.2,0.1,0.9656640291213989,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","Our goal was to use functional MRI (fMRI) to measure brain activation in response to imagination of odors in humans. fMR brain scans were obtained in 21 normal subjects (9 men, 12 women) using multislice FLASH MRI in response to imagination of odors of banana and peppermint and to the actual smells of the corresponding odors of amyl acetate and menthone, respectively, in three coronal sections selected from anterior to posterior temporal brain regions. Similar studies were obtained in two patients with hyposmia using FLASH MRI and in one patient with hyposmia using echo planar imaging, both before and after theophylline treatment, which returned smell function to or toward normal in each patient. Activation images were derived using correlation analysis, and ratios of areas of brain activated to total brain areas were calculated. Activation was present in each section in all normal subjects and in each patient after imagination of each vapor. In normal subjects, brain activation in response to imagination of odors was significantly less than that in response to the actual smell of these odors, and activation following imagination of banana odor was significantly greater in men than in women, as was previously reported for the actual smell of the odor of amyl acetate. However, in relative terms, albeit at an absolute lower brain activation level, the ratio of brain activation by imagination of banana to activation by actual amyl acetate odor was about twice as high in women as in men. Before treatment, in patients with hyposmia, brain activation in response to odor imagination was greater than after presentation of the actual odor itself. After treatment, in patients with hyposmia in whom smell acuity returned to or toward normal, brain activation in response to odor imagination was not significantly different quantitatively from that before treatment; however, brain activation in response to the actual odor was significantly greater than that in response to imagination of the corresponding odor. Brain regions activated by both odor imagination and actual corresponding odor were similar and consistent with regions previously described as responding to odors. These studies indicate that (a) odors can be imagined and similar brain regions are activated by both imagined and corresponding actual odors; (b) imagination of odors elicits quantitatively less brain activation than do actual smells of corresponding odors in normal subjects; (c) absolute brain activation in men by odor imagination is greater than in women for some odors, but on a relative basis, the ratio for odor imagination to actual smell in women is twice that in men; (d) odor imagination, once the odor has been experienced, is present, recallable, and capable of inducing a relatively constant degree of brain activation even in the absence of the ability to recognize an actual corresponding odor."
107,"""Would a man smell a rose then throw it away?",24160268,9358119,0.1,0.2,0.1,0.8008640706539154,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","Fragrance allergy is the most common cause of cosmetic contact dermatitis. Many occult sources of fragrance exist. Those which cause the most concern are some ""fragrance-free"" products that contain fragrance raw ingredients. Thus, the very patients requiring fragrance-free items may be exposed to potential perfume allergens or cross-reactors in seemingly safe products. Additionally, medications dermatologists recommend, both prescription and over-the-counter, sometimes contain fragrance. This report describes a patient with chronic hand dermatitis sensitized to multiple fragrance ingredients including rose oil, present in the ""fragrance-free"" soap she used. Additionally, the tar soaks recommended to her also contained fragrance. It is no longer sufficient to recommend the use of products labeled fragrance-free to fragrance-sensitive patients. These patients must be educated to read labels and look for plant extracts that are potential perfume sensitizers and cross-reactors. Rose oil, which has been felt to be a rare sensitizer, may be a more common allergen than previously recognized, perhaps because of its existence in a popular ""fragrance-free"" soap and, conceivably, in many ""all-natural"" products. Further testing with rose oil should be conducted in the future. Finally, manufacturers need to be more forthright in the labeling of their products."
107,"""Would a man smell a rose then throw it away?",24160268,25446598,0.1,0.2,0.1,0.7787119448184967,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","This study examined how people classify plants in terms of their taste and smell, and how those organoleptic properties influence the differential use of medicinal plants for treating different diseases. We conducted an ethnobotanical survey of household heads in the community of Sucruiu, located in Barreiras, Bahia, Brazil. The head of each family was questioned concerning their knowledge and use of medicinal plants, as well as the therapeutic indications (TIs), taste, and smell of each plant. We then tested for associations between the therapeutic indications and taste attributes of various plants using the Chi-squared test on a contingency table with Monte Carlo simulations. The same analysis was performed for associations between TIs and smell. The study participants provided more details when classifying tastes than when classifying smells. We considered only the most cited TIs and attributes, and found significant associations between both taste and therapeutic indications (p<0.001) and smell and therapeutic indications (p<0.0001). Our results showed that the taste and smell of a plant can influence its differential medicinal use, since plants with certain tastes and smells prevailed in the treatment of distinct diseases. However, our results are valid only for the most popular TIs and organoleptic attributes."
107,"""Would a man smell a rose then throw it away?",24160268,27765522,0.1,0.6,0.5,0.9710971228778362,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","Existing knowledge of the relationship between olfactory identification (OI) ability and clinical risk of psychosis is inconsistent. To address this inconsistency, the aim of the present study was to identify the relationship between OI ability, with regard to the hedonic attributes of odors, and the risk of transition to psychosis in individuals with an ARMS. A group of 81 individuals meeting the ARMS criteria according to the Comprehensive Assessment of At Risk Mental State were at baseline administered with the University of Pennsylvania Smell Identification Test. The hedonic attributes of odorants were normatively established. Participants were followed up for transition to psychosis for a mean period of 36.1months (SD:27.5months). The presence of deficits in the identification of pleasant odors was found to be a risk factor for conversion from an ARMS to schizophrenia. The hazard ratio for each point in deficit scores in the Cox regression model was 1.455 (95% CI: 1.211-1.747), p<0.0001. Significant deficits in the identification of pleasant odors were associated with a risk for conversion at both early and late time points from baseline. The findings imply that the impaired identification of pleasant odorants may be a risk factor for the transition of an ARMS into a psychotic disorder, and highlights the need for further research of OI in ""at-risk"" cohorts, taking into account the hedonic attributes of odors."
107,"""Would a man smell a rose then throw it away?",24160268,19448090,0.1,0.2,0.1,0.9642809629440308,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","Dementia patients with anosmia are more likely to have Lewy body pathology at postmortem, but clinicopathological studies have only assessed olfaction in moderate dementia or an average of 5 years before death. It is not known whether, in patients with mild dementia (MMSE score over 20), olfactory function is more impaired in Alzheimer disease (AD) than dementia with Lewy bodies (DLB). Patients with mild DLB (n = 21), mild AD (n = 27), mild cognitive impairment (MCI) (n = 21) and controls (n = 47) were assessed using a 16-item olfactory identification test and an olfactory threshold test which used sticks impregnated with differing concentrations of butanol. Patients with mild DLB had impaired olfactory identification ability compared with those with mild AD or MCI, independent of age, cognitive function and sex. The sensitivity of a cutoff score of seven correct responses out of 16 was 0.81 for distinguishing mild DLB from mild AD (AUC 0.682). The specificity, positive predictive value and negative predictive value for the same cut-off score were 0.41, 0.48 and 0.73, respectively. The olfactory threshold was not different in the AD and DLB groups. Simple bedside tests of olfactory identification merit further examination for their potential to improve the identification of patients with DLB when used alongside existing criteria. They are insufficiently specific for use in screening."
107,"""Would a man smell a rose then throw it away?",24160268,10380782,0.1,0.2,0.1,0.8576696664094925,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","In earlier studies, we have shown that patients with a history of sensory hyperreactivity develop asthma-like symptoms when exposed to strong scents, even if they cannot smell any scent. For study of possible pathophysiologic mechanisms behind sensory hyperreactivity, the patients' airways and eyes were separately exposed to a common inducing factor, perfume. Eleven patients with a history of hyperreactivity to chemical trigger factors, such as perfume, were provoked single-blindly in a placebo-controlled, randomized study. During airway exposure, the eyes were covered and, during the eye exposure, the patients inhaled fresh air. A special face mask or a nose clip was used to avoid any smell. During the 30-min exposure to perfume, there was a gradual increase in three main symptoms; i.e., eye irritation, cough, and dyspnea, after both the airway and eye exposures. The increases were significant compared with placebo. Asthma-like and other symptoms, such as irritation of the eyes, may be induced by exposure of both the airways and the eyes in patients with sensory hyperreactivity. This points to the importance of studying the sensory nervous system, not only in the airways, but also in other organs."
107,"""Would a man smell a rose then throw it away?",24160268,19671258,0.1,0.2,0.1,0.8448193669319153,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","Previous reports indicated that self-reports of olfactory function are unreliable. The occurrence of measured olfactory dysfunction is approximately 20% in the general population and consistently higher than that of self-reported olfactory dysfunction. To further understand the frequencies of self-rated olfactory function in different age groups and its relation with measured olfactory function, a prospective investigation of self-rated and measured olfactory function was performed. One thousand five subjects were enrolled from the health care center, where subjects underwent a physical checkup for possible preclinical diseases. The subjects completed a questionnaire about demographic data and medical and surgical histories and self-rated their olfactory function. Then, they received a modified ""Sniffin' Sticks"" odor identification test. The self-rated olfaction function did not correlate significantly with measured olfactory function. The frequencies of self-rated olfactory dysfunction (9-14%) were similar among various age groups. However, the frequencies of measured olfactory dysfunction in the three age groups, i.e., 18 to 35, 36 to 55, and > 55 years, were 3.7%, 17.4%, and 35.6%, respectively. Self-ratings of olfactory function were unreliable at all ages. The frequencies of self-rated olfactory function in various age groups did not differ significantly, in contrast to the decrease of measured olfactory function with age."
107,"""Would a man smell a rose then throw it away?",24160268,18853865,0.1,0.2,0.1,0.9698534328490496,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","To determine if 1) there is cross contamination between odours tested on thresholds achieved, 2) a delay period is necessary between testing different odours. Thirty-five subjects underwent threshold testing with phenethyl alcohol (PEA), ethylmercaptan (MER), acetic acid (ACE), and eucalyptol (EUC) using serial logarithmic dilutions. On separate occasions subjects were exposed to high concentrations of PEA, ACE and EUC in random order for two minutes, and thresholds for all four odours re-tested. Pre- and post-high concentration odour thresholds were compared. Exposure to high concentrations of PEA, ACE and EUC does not alter olfactory thresholds by more than 10-2 for the other odours except in specific circumstances with ACE and EUV. There is limited cross contamination with ACE and EUC, which is avoided by specifying presentation order as: PEA, MER, ACE, EUC. Odours PEA, MER, ACE and EUC are recommended for olfactory testing."
107,"""Would a man smell a rose then throw it away?",24160268,25524143,0.1,0.2,0.1,0.7501488626003265,"Breast cancer is the most common malignancy afflicting women, and the most common cancer overall in Jordan. A woman's decision to go for screening is influenced by her social support network. This study aims to explore Jordanian men's individual and contextual perspectives on women's breast cancer and their own role in the breast health of the females within their families. An explorative qualitative design was used to purposively recruit 24 married men aged 27 to 65 years (median 43 years) from four governorates in Jordan. Data in the form of interviews transcriptions was subjected to qualitative content analysis. Three themes were identified: a) Supporting one's wife; b) Marital needs and obligations; c) Constrained by a culture of destiny and shame. The first theme was built on men's feelings of responsibility for the family's health and well-being, their experiences of encouraging their wives to seek health care and their providing counselling and instrumental support. The second theme emerged from men's views about other men's rejection of a wife inflicted by breast cancer, their own perceptions of diminished femininity due to mastectomy and their own concerns about protecting the family from the hereditary risk of breast cancer. The third theme was seen in men's perception of breast cancer as an inevitable act of God that is far away from one's own family, in associating breast cancer with improper behaviour and in their readiness to face the culture of Eib (shame). Jordanian men perceive themselves as having a vital role in supporting, guiding and encouraging their wives to follow breast cancer early detection recommendations. Breast health awareness campaigns could involve husbands to capitalize on family support.","The aim of this study was to verify the influence of mother to child skin-to-skin contact and the ability of 2-day-old infants to recognise their own mother's axillary odour. We tested the responses of 19 vaginally delivered, breastfeeding newborns to their mothers' axillary odours using a paired-choice test. The eight males and 11 females were exposed to their own mother's axillary odour and the odour of another unfamiliar new mother taking part in the study, and their responses to each woman were taped for 60 sec. We did this by assessing how long their heads were orientated towards pads carrying the scents of their mothers and the unfamiliar women. The average time that the infants' heads were orientated towards the olfactory stimulus of their own mothers was 20.53 sec, which was significantly longer than the 11.13 sec recorded for the unfamiliar women (p < 0.05). In addition, this orientation increased significantly with the newborn infants' age in hours (Spearman's Rho = 0.58, p < 0.01) and their recognition time significantly decreased (Spearman's Rho = -0.52, p < 0.05). Two-day-old breastfeeding newborn infants who experienced skin-to-skin contact with their mothers were able to recognise their axillary odour."
